Bike_ID,Maintenance_Date,Issue_Reported,Downtime_Hours
54,2022-04-05,Chain Issue,9
532,2022-01-30,Brake Issue,25
990,2022-09-24,Brake Issue,21
745,2022-08-14,Brake Issue,24
147,2022-03-21,Brake Issue,28
633,2022-06-13,Flat Tire,43
982,2022-06-07,Chain Issue,35
638,2022-01-29,Chain Issue,22
805,2022-08-19,Flat Tire,4
573,2022-05-10,Chain Issue,5
741,2022-04-02,Brake Issue,43
283,2022-09-11,Battery Issue,35
638,2022-06-17,Chain Issue,14
373,2022-11-01,Brake Issue,18
596,2022-06-09,Flat Tire,31
312,2022-02-14,Battery Issue,23
604,2022-09-30,Battery Issue,4
720,2022-03-06,Chain Issue,44
52,2022-06-17,Chain Issue,22
515,2022-07-14,Flat Tire,37
878,2022-06-18,Chain Issue,27
220,2022-03-08,Battery Issue,2
789,2022-02-15,Brake Issue,9
687,2022-05-17,Flat Tire,12
204,2022-06-22,Chain Issue,37
886,2022-09-27,Battery Issue,33
461,2022-12-24,Battery Issue,33
719,2022-01-11,Brake Issue,33
200,2022-10-01,Battery Issue,37
535,2022-11-03,Chain Issue,10
30,2022-09-07,Battery Issue,15
934,2022-11-15,Flat Tire,12
279,2022-08-08,Brake Issue,19
117,2022-11-12,Chain Issue,31
572,2022-01-23,Flat Tire,29
954,2022-05-07,Brake Issue,29
53,2022-04-24,Battery Issue,38
14,2022-07-20,Battery Issue,24
570,2022-09-25,Brake Issue,15
354,2022-07-06,Battery Issue,35
65,2022-02-02,Chain Issue,6
269,2022-07-06,Flat Tire,18
868,2022-09-14,Battery Issue,21
732,2022-03-24,Flat Tire,36
393,2022-02-21,Battery Issue,23
559,2022-03-26,Chain Issue,32
888,2022-04-19,Battery Issue,18
349,2022-07-12,Flat Tire,5
959,2022-08-19,Flat Tire,6
603,2022-10-30,Flat Tire,35
968,2022-10-19,Brake Issue,24
30,2022-04-30,Battery Issue,14
776,2022-01-17,Battery Issue,35
149,2022-08-26,Flat Tire,5
148,2022-06-03,Flat Tire,25
636,2022-06-05,Flat Tire,4
874,2022-11-14,Brake Issue,43
14,2022-08-05,Chain Issue,16
86,2022-06-29,Brake Issue,32
434,2022-09-28,Flat Tire,22
414,2022-09-13,Chain Issue,15
854,2022-09-28,Battery Issue,6
570,2022-04-06,Battery Issue,15
232,2022-09-20,Chain Issue,30
566,2022-07-29,Chain Issue,38
384,2022-02-23,Flat Tire,41
497,2022-04-08,Brake Issue,10
993,2022-10-01,Flat Tire,28
143,2022-01-12,Chain Issue,14
658,2022-11-27,Brake Issue,35
38,2022-12-05,Flat Tire,25
619,2022-05-22,Brake Issue,12
891,2022-12-30,Battery Issue,43
366,2022-12-08,Flat Tire,22
63,2022-05-02,Chain Issue,41
394,2022-05-31,Brake Issue,47
726,2022-05-27,Brake Issue,35
663,2022-06-01,Chain Issue,25
336,2022-01-06,Brake Issue,40
726,2022-07-16,Flat Tire,3
933,2022-11-26,Battery Issue,45
977,2022-10-09,Chain Issue,16
777,2022-01-13,Chain Issue,19
635,2022-07-04,Battery Issue,26
272,2022-04-30,Brake Issue,29
920,2022-04-24,Battery Issue,38
18,2022-09-08,Chain Issue,9
722,2022-02-24,Flat Tire,8
167,2022-12-19,Flat Tire,6
802,2022-08-27,Battery Issue,32
308,2022-02-24,Flat Tire,35
522,2022-04-08,Chain Issue,3
539,2022-12-31,Flat Tire,17
843,2022-10-22,Battery Issue,46
694,2022-11-29,Chain Issue,16
141,2022-04-11,Chain Issue,26
667,2022-12-29,Flat Tire,29
659,2022-01-21,Brake Issue,23
711,2022-01-28,Battery Issue,39
733,2022-12-29,Brake Issue,42
294,2022-11-01,Flat Tire,24
570,2022-05-31,Flat Tire,10
251,2022-04-20,Flat Tire,3
576,2022-02-10,Brake Issue,30
495,2022-10-14,Flat Tire,38
390,2022-11-04,Chain Issue,26
781,2022-08-28,Brake Issue,19
47,2022-11-16,Chain Issue,46
65,2022-12-16,Battery Issue,27
476,2022-07-12,Chain Issue,17
610,2022-09-01,Brake Issue,28
155,2022-02-26,Battery Issue,7
989,2022-12-06,Chain Issue,41
576,2022-06-24,Chain Issue,29
86,2022-11-26,Brake Issue,7
749,2022-04-07,Flat Tire,25
273,2022-03-14,Flat Tire,29
139,2022-10-31,Battery Issue,26
476,2022-08-30,Flat Tire,16
180,2022-12-11,Battery Issue,31
854,2022-08-14,Battery Issue,17
598,2022-05-19,Battery Issue,20
57,2022-10-04,Flat Tire,40
514,2022-10-23,Battery Issue,5
278,2022-09-20,Brake Issue,38
507,2022-02-03,Chain Issue,11
602,2022-11-26,Flat Tire,39
397,2022-03-10,Flat Tire,37
880,2022-11-21,Brake Issue,46
615,2022-01-09,Chain Issue,11
662,2022-06-03,Brake Issue,21
750,2022-02-24,Chain Issue,12
500,2022-11-04,Flat Tire,43
507,2022-08-11,Flat Tire,15
8,2022-05-22,Battery Issue,46
21,2022-12-12,Battery Issue,27
873,2022-05-01,Chain Issue,11
767,2022-02-27,Battery Issue,22
13,2022-09-24,Chain Issue,9
300,2022-08-27,Chain Issue,4
327,2022-05-22,Flat Tire,9
940,2022-02-21,Brake Issue,7
252,2022-10-15,Chain Issue,4
437,2022-06-10,Battery Issue,30
994,2022-09-09,Chain Issue,45
754,2022-09-15,Battery Issue,22
811,2022-09-25,Brake Issue,39
707,2022-01-06,Battery Issue,43
420,2022-03-30,Flat Tire,39
309,2022-10-08,Battery Issue,46
730,2022-09-24,Battery Issue,8
97,2022-12-28,Flat Tire,5
734,2022-05-03,Brake Issue,44
216,2022-07-22,Chain Issue,24
989,2022-04-07,Flat Tire,45
472,2022-08-21,Chain Issue,39
170,2022-07-30,Battery Issue,45
117,2022-01-10,Brake Issue,46
139,2022-02-23,Flat Tire,9
606,2022-03-13,Battery Issue,21
768,2022-02-26,Flat Tire,22
538,2022-07-09,Chain Issue,36
793,2022-05-01,Brake Issue,13
887,2022-05-31,Brake Issue,4
4,2022-11-09,Battery Issue,3
925,2022-11-01,Chain Issue,21
521,2022-06-13,Flat Tire,13
822,2022-12-03,Battery Issue,28
463,2022-01-15,Battery Issue,3
404,2022-07-25,Battery Issue,22
383,2022-12-21,Battery Issue,8
394,2022-01-29,Flat Tire,25
858,2022-03-19,Chain Issue,28
721,2022-05-17,Flat Tire,39
617,2022-09-27,Flat Tire,32
682,2022-06-02,Chain Issue,23
637,2022-12-31,Battery Issue,5
744,2022-03-27,Flat Tire,33
633,2022-04-10,Brake Issue,22
654,2022-05-21,Chain Issue,4
109,2022-01-28,Battery Issue,34
701,2022-03-13,Flat Tire,18
265,2022-12-18,Chain Issue,19
275,2022-09-20,Chain Issue,10
706,2022-09-03,Battery Issue,8
568,2022-03-25,Battery Issue,36
40,2022-04-28,Battery Issue,27
253,2022-08-19,Battery Issue,9
63,2022-07-13,Battery Issue,9
196,2022-03-21,Chain Issue,30
571,2022-10-08,Flat Tire,17
862,2022-07-02,Chain Issue,12
633,2022-06-23,Battery Issue,13
454,2022-12-26,Brake Issue,44
365,2022-11-01,Flat Tire,33
269,2022-12-25,Brake Issue,36
228,2022-10-31,Battery Issue,16
284,2022-01-10,Flat Tire,28
566,2022-08-31,Chain Issue,43
239,2022-08-25,Brake Issue,8
6,2022-06-22,Flat Tire,7
878,2022-09-04,Chain Issue,25
405,2022-01-04,Brake Issue,34
363,2022-11-30,Chain Issue,32
434,2022-04-11,Brake Issue,1
302,2022-07-10,Flat Tire,12
768,2022-01-14,Battery Issue,18
297,2022-04-02,Flat Tire,12
525,2022-05-04,Chain Issue,34
542,2022-09-19,Chain Issue,5
419,2022-10-14,Chain Issue,19
495,2022-11-11,Flat Tire,22
973,2022-12-31,Battery Issue,22
27,2022-07-23,Chain Issue,44
304,2022-06-09,Battery Issue,2
580,2022-04-10,Brake Issue,8
157,2022-07-21,Battery Issue,17
884,2022-08-31,Chain Issue,17
971,2022-10-22,Brake Issue,25
234,2022-02-16,Flat Tire,6
207,2022-11-18,Battery Issue,40
822,2022-09-14,Brake Issue,16
453,2022-04-11,Flat Tire,47
744,2022-04-11,Brake Issue,12
305,2022-12-24,Battery Issue,6
741,2022-09-20,Brake Issue,47
948,2022-12-04,Brake Issue,27
701,2022-12-17,Brake Issue,26
470,2022-05-08,Battery Issue,43
324,2022-06-07,Chain Issue,19
666,2022-11-10,Chain Issue,14
22,2022-03-20,Flat Tire,6
611,2022-12-25,Flat Tire,30
15,2022-06-16,Battery Issue,34
196,2022-04-13,Battery Issue,3
562,2022-10-01,Chain Issue,35
956,2022-04-29,Flat Tire,46
950,2022-03-28,Brake Issue,2
141,2022-01-15,Brake Issue,28
131,2022-01-30,Brake Issue,5
1000,2022-06-10,Chain Issue,5
706,2022-08-28,Battery Issue,11
164,2022-04-07,Brake Issue,33
748,2022-08-17,Battery Issue,4
366,2022-05-03,Brake Issue,29
618,2022-12-30,Battery Issue,13
449,2022-03-12,Battery Issue,4
900,2022-01-13,Chain Issue,45
258,2022-10-24,Brake Issue,36
93,2022-07-11,Flat Tire,6
88,2022-12-12,Flat Tire,27
44,2022-11-23,Battery Issue,19
573,2022-01-30,Battery Issue,29
107,2022-07-30,Battery Issue,31
113,2022-08-31,Battery Issue,21
378,2022-08-16,Brake Issue,2
642,2022-04-12,Flat Tire,39
85,2022-05-28,Battery Issue,8
442,2022-04-22,Chain Issue,3
593,2022-05-14,Chain Issue,45
414,2022-01-26,Flat Tire,1
369,2022-02-08,Brake Issue,16
469,2022-01-11,Brake Issue,14
420,2022-06-22,Battery Issue,25
327,2022-11-12,Flat Tire,40
10,2022-10-06,Flat Tire,22
751,2022-07-16,Brake Issue,27
803,2022-02-27,Brake Issue,40
896,2022-05-13,Battery Issue,31
923,2022-10-02,Flat Tire,34
591,2022-03-18,Flat Tire,26
291,2022-12-30,Brake Issue,35
115,2022-12-25,Brake Issue,12
728,2022-03-20,Battery Issue,28
632,2022-04-04,Flat Tire,34
715,2022-10-17,Chain Issue,6
720,2022-11-16,Flat Tire,1
957,2022-05-06,Battery Issue,7
182,2022-07-24,Flat Tire,1
847,2022-06-08,Brake Issue,20
387,2022-07-12,Chain Issue,38
24,2022-12-29,Flat Tire,40
692,2022-04-05,Brake Issue,44
266,2022-06-05,Brake Issue,19
96,2022-03-08,Brake Issue,7
100,2022-04-05,Battery Issue,41
388,2022-10-04,Flat Tire,39
968,2022-10-28,Flat Tire,3
452,2022-10-09,Flat Tire,47
97,2022-09-22,Flat Tire,27
759,2022-03-13,Flat Tire,23
408,2022-04-11,Chain Issue,9
583,2022-11-29,Brake Issue,12
675,2022-07-19,Battery Issue,36
513,2022-10-13,Flat Tire,28
212,2022-07-09,Brake Issue,26
736,2022-07-31,Battery Issue,38
457,2022-12-30,Chain Issue,31
806,2022-10-15,Chain Issue,16
68,2022-05-25,Battery Issue,21
152,2022-12-16,Chain Issue,14
81,2022-06-17,Brake Issue,13
628,2022-06-12,Battery Issue,9
478,2022-12-31,Brake Issue,1
786,2022-07-05,Flat Tire,25
788,2022-09-26,Battery Issue,35
366,2022-04-20,Flat Tire,42
543,2022-03-29,Brake Issue,23
434,2022-09-21,Flat Tire,43
459,2022-11-13,Brake Issue,37
479,2022-03-16,Flat Tire,40
807,2022-11-30,Flat Tire,46
378,2022-07-14,Chain Issue,7
417,2022-07-29,Brake Issue,47
91,2022-07-24,Battery Issue,36
719,2022-01-05,Flat Tire,23
789,2022-09-15,Chain Issue,27
46,2022-09-14,Battery Issue,30
472,2022-05-07,Flat Tire,19
759,2022-09-21,Battery Issue,38
493,2022-09-22,Flat Tire,43
761,2022-07-07,Chain Issue,20
564,2022-03-14,Battery Issue,4
655,2022-06-19,Battery Issue,23
657,2022-10-21,Flat Tire,42
374,2022-06-24,Chain Issue,24
273,2022-03-05,Flat Tire,11
532,2022-11-21,Battery Issue,38
185,2022-04-06,Brake Issue,20
634,2022-07-09,Flat Tire,40
839,2022-05-23,Flat Tire,1
826,2022-07-23,Battery Issue,22
945,2022-12-12,Chain Issue,43
992,2022-12-29,Flat Tire,1
520,2022-11-02,Brake Issue,7
774,2022-12-08,Battery Issue,23
273,2022-06-06,Battery Issue,13
446,2022-09-09,Battery Issue,17
43,2022-07-30,Battery Issue,38
965,2022-01-30,Brake Issue,35
524,2022-03-09,Brake Issue,9
436,2022-03-19,Chain Issue,19
306,2022-12-10,Brake Issue,33
185,2022-12-10,Chain Issue,6
70,2022-10-09,Battery Issue,14
118,2022-07-02,Battery Issue,5
943,2022-07-03,Brake Issue,5
819,2022-03-23,Flat Tire,29
504,2022-11-22,Flat Tire,42
26,2022-11-29,Flat Tire,26
1,2022-09-19,Brake Issue,2
746,2022-08-21,Brake Issue,45
760,2022-08-23,Chain Issue,27
990,2022-08-28,Chain Issue,41
291,2022-09-15,Battery Issue,45
101,2022-12-26,Chain Issue,16
668,2022-08-29,Chain Issue,46
445,2022-02-17,Flat Tire,11
35,2022-05-29,Flat Tire,47
538,2022-09-20,Chain Issue,30
550,2022-09-06,Brake Issue,43
478,2022-11-21,Brake Issue,2
151,2022-11-13,Chain Issue,17
50,2022-02-17,Chain Issue,16
210,2022-09-09,Brake Issue,25
776,2022-07-11,Chain Issue,29
451,2022-02-23,Brake Issue,32
635,2022-07-21,Chain Issue,37
169,2022-03-29,Brake Issue,46
83,2022-08-16,Brake Issue,38
686,2022-08-17,Battery Issue,12
817,2022-11-19,Flat Tire,40
977,2022-05-30,Flat Tire,33
274,2022-02-10,Battery Issue,17
27,2022-05-11,Chain Issue,14
387,2022-04-02,Chain Issue,10
421,2022-06-05,Brake Issue,32
268,2022-05-16,Flat Tire,33
68,2022-11-24,Battery Issue,47
167,2022-12-03,Chain Issue,22
670,2022-02-12,Flat Tire,31
663,2022-03-21,Battery Issue,21
14,2022-05-13,Flat Tire,20
349,2022-01-08,Brake Issue,26
722,2022-01-29,Battery Issue,42
188,2022-09-03,Brake Issue,26
985,2022-05-10,Chain Issue,26
348,2022-12-25,Flat Tire,8
985,2022-10-12,Brake Issue,22
238,2022-09-25,Battery Issue,5
196,2022-04-03,Battery Issue,45
486,2022-04-13,Battery Issue,14
760,2023-01-01,Brake Issue,27
577,2022-09-02,Brake Issue,37
760,2022-10-30,Chain Issue,27
940,2022-11-03,Brake Issue,47
837,2022-06-04,Battery Issue,15
185,2022-10-14,Brake Issue,37
5,2022-01-09,Chain Issue,42
677,2022-02-14,Battery Issue,28
38,2022-01-18,Flat Tire,11
624,2022-09-20,Battery Issue,30
623,2022-05-21,Chain Issue,25
765,2022-12-15,Flat Tire,9
600,2022-02-11,Flat Tire,36
395,2022-03-29,Flat Tire,29
827,2022-12-05,Brake Issue,6
761,2022-08-07,Chain Issue,33
612,2022-08-20,Flat Tire,13
127,2022-04-05,Chain Issue,45
384,2022-08-23,Brake Issue,39
455,2022-08-18,Chain Issue,10
686,2022-10-18,Battery Issue,44
73,2022-08-13,Chain Issue,26
765,2022-01-04,Battery Issue,27
962,2022-05-14,Battery Issue,23
34,2022-10-24,Battery Issue,21
357,2022-01-17,Battery Issue,46
530,2022-10-15,Flat Tire,32
471,2022-12-10,Battery Issue,25
671,2022-06-14,Flat Tire,39
181,2022-10-08,Chain Issue,23
469,2022-08-29,Flat Tire,23
232,2022-06-20,Flat Tire,30
591,2022-10-10,Battery Issue,31
742,2022-05-11,Battery Issue,19
72,2022-07-16,Battery Issue,5
310,2022-12-18,Chain Issue,27
999,2022-06-26,Chain Issue,37
157,2022-08-23,Flat Tire,20
951,2022-06-02,Chain Issue,26
960,2022-01-06,Brake Issue,12
986,2022-05-08,Chain Issue,46
664,2022-03-21,Brake Issue,28
736,2022-03-30,Chain Issue,18
794,2022-03-05,Battery Issue,38
553,2022-04-13,Flat Tire,9
285,2022-06-20,Battery Issue,9
860,2022-01-14,Brake Issue,14
264,2022-04-29,Flat Tire,23
495,2022-02-11,Chain Issue,16
890,2022-03-25,Brake Issue,45
924,2022-01-23,Brake Issue,36
94,2022-04-01,Chain Issue,18
948,2022-10-12,Brake Issue,14
255,2022-07-07,Battery Issue,37
195,2022-05-12,Chain Issue,15
202,2022-05-13,Chain Issue,22
315,2022-08-15,Battery Issue,29
82,2022-06-08,Battery Issue,42
760,2022-09-25,Flat Tire,41
215,2022-09-29,Battery Issue,15
201,2022-08-06,Flat Tire,21
397,2022-04-01,Chain Issue,9
27,2022-06-28,Battery Issue,19
994,2022-08-12,Brake Issue,47
212,2022-12-03,Flat Tire,39
752,2022-02-23,Chain Issue,26
85,2022-11-03,Chain Issue,34
660,2022-12-18,Brake Issue,13
177,2022-07-30,Flat Tire,3
424,2022-08-08,Battery Issue,3
695,2022-06-25,Chain Issue,39
536,2022-06-23,Flat Tire,38
951,2022-02-12,Brake Issue,40
956,2022-10-27,Brake Issue,40
848,2022-01-04,Flat Tire,5
429,2022-08-30,Brake Issue,4
612,2022-05-26,Flat Tire,28
278,2022-04-08,Flat Tire,35
98,2022-06-29,Brake Issue,12
756,2022-09-26,Flat Tire,26
928,2022-03-28,Chain Issue,46
270,2022-02-21,Chain Issue,40
911,2022-06-26,Flat Tire,33
185,2022-02-16,Flat Tire,28
991,2022-01-14,Flat Tire,37
69,2022-03-21,Chain Issue,28
890,2022-07-26,Flat Tire,33
762,2022-03-03,Brake Issue,26
944,2022-05-20,Flat Tire,42
658,2022-04-12,Flat Tire,40
523,2022-05-30,Flat Tire,8
52,2022-04-10,Chain Issue,24
253,2022-06-01,Chain Issue,25
763,2022-06-18,Chain Issue,24
905,2022-06-21,Battery Issue,4
149,2022-10-06,Chain Issue,31
628,2022-01-13,Brake Issue,22
119,2022-03-27,Brake Issue,45
503,2022-10-04,Brake Issue,30
40,2022-09-19,Chain Issue,28
214,2022-10-08,Brake Issue,19
134,2022-02-03,Battery Issue,23
689,2022-10-19,Brake Issue,37
110,2022-04-20,Flat Tire,36
84,2022-09-23,Brake Issue,2
886,2022-07-01,Flat Tire,20
805,2022-11-18,Brake Issue,20
3,2022-12-18,Flat Tire,43
968,2022-02-04,Brake Issue,29
412,2022-11-30,Flat Tire,47
33,2022-01-04,Battery Issue,21
649,2022-06-06,Battery Issue,41
399,2022-01-22,Brake Issue,6
277,2022-06-15,Chain Issue,32
320,2022-04-22,Flat Tire,3
206,2022-02-25,Brake Issue,8
487,2022-01-29,Battery Issue,38
640,2022-03-09,Flat Tire,32
306,2022-10-22,Battery Issue,15
187,2022-05-05,Chain Issue,31
923,2022-04-24,Battery Issue,33
71,2022-06-15,Chain Issue,26
235,2022-03-21,Chain Issue,1
336,2022-09-06,Battery Issue,5
10,2022-01-07,Battery Issue,13
837,2022-06-30,Chain Issue,20
441,2022-12-17,Battery Issue,4
269,2022-02-14,Brake Issue,11
444,2022-05-27,Flat Tire,2
279,2022-03-23,Brake Issue,28
863,2022-07-15,Flat Tire,8
101,2022-03-12,Flat Tire,23
818,2022-02-21,Battery Issue,19
903,2022-03-10,Brake Issue,12
613,2022-03-21,Flat Tire,6
367,2022-01-22,Battery Issue,32
962,2022-05-07,Battery Issue,43
621,2022-01-14,Battery Issue,28
389,2022-01-02,Chain Issue,1
224,2022-11-12,Battery Issue,23
101,2022-02-22,Battery Issue,18
328,2022-02-18,Flat Tire,1
514,2022-05-20,Brake Issue,21
31,2022-04-19,Brake Issue,22
41,2022-06-27,Chain Issue,44
581,2022-08-15,Brake Issue,16
519,2022-09-11,Chain Issue,30
260,2022-05-05,Chain Issue,22
320,2022-11-20,Battery Issue,23
887,2022-01-18,Flat Tire,33
59,2022-03-04,Chain Issue,30
982,2022-04-24,Battery Issue,19
583,2022-12-02,Brake Issue,19
658,2022-09-22,Battery Issue,12
384,2022-03-22,Flat Tire,24
992,2022-10-18,Brake Issue,41
580,2022-08-25,Battery Issue,25
123,2022-12-15,Brake Issue,21
464,2022-01-17,Flat Tire,14
602,2022-02-04,Brake Issue,33
331,2022-02-22,Flat Tire,41
231,2022-09-03,Flat Tire,17
711,2022-04-28,Brake Issue,26
376,2022-06-01,Chain Issue,20
150,2022-11-04,Brake Issue,28
198,2022-08-20,Flat Tire,35
644,2022-09-24,Chain Issue,40
71,2022-04-27,Battery Issue,6
440,2022-09-06,Brake Issue,21
726,2022-04-14,Battery Issue,4
435,2022-06-09,Brake Issue,9
589,2022-05-13,Brake Issue,15
39,2022-01-26,Flat Tire,47
532,2022-05-20,Battery Issue,25
260,2022-07-16,Chain Issue,10
982,2022-05-10,Chain Issue,7
109,2022-04-09,Flat Tire,2
789,2022-01-27,Flat Tire,29
286,2022-08-28,Chain Issue,38
739,2022-09-06,Flat Tire,31
288,2022-04-09,Battery Issue,29
725,2022-01-10,Flat Tire,11
227,2022-02-23,Brake Issue,30
399,2022-08-22,Battery Issue,16
526,2022-11-12,Chain Issue,28
729,2022-10-30,Brake Issue,18
369,2022-10-24,Brake Issue,2
887,2022-01-07,Chain Issue,2
996,2022-03-07,Brake Issue,6
652,2022-07-17,Battery Issue,22
274,2022-04-22,Flat Tire,17
719,2022-07-27,Chain Issue,45
144,2022-01-12,Battery Issue,30
351,2022-05-17,Brake Issue,44
653,2022-05-06,Flat Tire,19
962,2022-04-01,Brake Issue,44
234,2022-01-19,Brake Issue,41
764,2022-06-19,Battery Issue,12
914,2022-06-01,Flat Tire,5
419,2022-05-03,Flat Tire,43
125,2022-01-17,Brake Issue,33
211,2022-03-28,Flat Tire,45
416,2022-11-17,Brake Issue,17
95,2022-06-06,Brake Issue,35
682,2022-06-24,Flat Tire,43
977,2022-05-08,Chain Issue,37
762,2022-04-24,Flat Tire,34
754,2022-11-27,Brake Issue,10
603,2022-09-22,Brake Issue,18
81,2022-10-28,Flat Tire,16
700,2022-09-22,Flat Tire,2
426,2022-06-22,Chain Issue,41
578,2022-07-21,Flat Tire,14
509,2022-09-22,Flat Tire,35
207,2022-07-28,Chain Issue,8
650,2022-09-02,Battery Issue,40
101,2022-03-27,Flat Tire,20
726,2022-12-05,Flat Tire,19
739,2022-05-13,Battery Issue,44
90,2022-09-12,Flat Tire,33
208,2022-09-21,Chain Issue,2
925,2022-01-03,Flat Tire,34
54,2022-03-27,Flat Tire,25
607,2022-05-11,Flat Tire,41
17,2022-09-04,Flat Tire,19
772,2022-08-21,Flat Tire,7
279,2023-01-01,Flat Tire,7
408,2022-10-30,Flat Tire,18
681,2022-09-19,Battery Issue,21
666,2022-10-11,Chain Issue,39
227,2022-10-13,Battery Issue,16
611,2022-01-24,Battery Issue,42
207,2022-07-20,Chain Issue,38
868,2022-08-02,Chain Issue,20
684,2022-03-28,Flat Tire,21
820,2022-04-13,Flat Tire,19
167,2022-01-24,Battery Issue,34
330,2022-08-08,Chain Issue,47
80,2022-11-16,Battery Issue,3
351,2022-12-09,Flat Tire,19
213,2022-08-03,Flat Tire,41
784,2022-05-10,Brake Issue,23
732,2022-01-23,Brake Issue,22
827,2022-07-06,Flat Tire,2
565,2022-07-10,Flat Tire,8
275,2022-08-05,Brake Issue,5
759,2022-11-03,Flat Tire,6
385,2022-12-18,Flat Tire,40
271,2022-06-02,Brake Issue,25
868,2022-07-02,Battery Issue,35
661,2022-11-11,Flat Tire,36
387,2022-01-21,Brake Issue,5
489,2022-02-17,Chain Issue,23
608,2022-04-12,Flat Tire,15
984,2022-09-07,Flat Tire,37
693,2022-07-16,Brake Issue,44
471,2022-03-12,Flat Tire,15
885,2022-11-02,Chain Issue,44
968,2022-06-18,Chain Issue,3
80,2022-11-27,Brake Issue,11
559,2022-03-02,Chain Issue,10
127,2022-04-15,Chain Issue,46
793,2022-09-05,Chain Issue,27
193,2022-05-10,Battery Issue,8
182,2022-09-27,Flat Tire,33
755,2022-07-07,Battery Issue,28
809,2022-07-31,Battery Issue,43
990,2022-09-13,Brake Issue,13
104,2022-08-08,Battery Issue,26
123,2022-10-08,Battery Issue,34
793,2022-10-31,Brake Issue,11
860,2022-08-15,Brake Issue,7
353,2022-09-29,Battery Issue,5
265,2022-07-18,Brake Issue,4
892,2022-03-16,Chain Issue,47
578,2022-04-21,Flat Tire,7
184,2022-01-25,Battery Issue,37
672,2022-03-31,Chain Issue,21
260,2022-08-14,Brake Issue,4
161,2022-12-24,Flat Tire,9
283,2022-08-29,Battery Issue,4
894,2022-05-18,Chain Issue,22
799,2022-06-02,Brake Issue,7
927,2022-12-04,Flat Tire,39
383,2022-04-12,Flat Tire,14
461,2022-10-14,Battery Issue,22
348,2022-05-14,Flat Tire,37
650,2022-12-06,Chain Issue,30
132,2022-06-01,Brake Issue,6
37,2022-04-21,Chain Issue,35
365,2022-10-13,Chain Issue,15
353,2022-05-28,Brake Issue,38
696,2022-04-24,Chain Issue,24
478,2022-09-08,Flat Tire,10
911,2022-05-11,Battery Issue,4
653,2022-08-07,Battery Issue,42
192,2022-12-03,Brake Issue,27
797,2022-01-10,Brake Issue,37
400,2022-09-08,Chain Issue,26
531,2022-06-09,Flat Tire,15
953,2022-08-08,Flat Tire,30
327,2022-12-24,Flat Tire,19
444,2022-10-02,Flat Tire,8
565,2022-03-04,Brake Issue,4
698,2022-11-15,Flat Tire,3
624,2022-08-28,Brake Issue,3
63,2022-10-07,Brake Issue,9
403,2022-09-07,Chain Issue,31
295,2022-07-21,Battery Issue,10
378,2022-07-18,Flat Tire,38
613,2022-06-19,Battery Issue,45
387,2022-03-31,Battery Issue,21
372,2022-09-17,Flat Tire,20
548,2022-11-08,Chain Issue,22
228,2022-03-10,Flat Tire,40
105,2022-01-19,Battery Issue,19
524,2022-02-18,Flat Tire,30
386,2022-06-17,Brake Issue,1
845,2022-03-15,Brake Issue,6
961,2022-07-10,Battery Issue,37
36,2022-01-31,Battery Issue,12
548,2022-03-04,Flat Tire,10
177,2022-02-25,Brake Issue,35
807,2022-10-19,Flat Tire,21
425,2022-08-30,Chain Issue,24
681,2022-03-18,Battery Issue,6
928,2022-06-19,Battery Issue,36
372,2022-05-30,Chain Issue,23
734,2022-01-20,Battery Issue,5
682,2022-08-07,Brake Issue,20
275,2022-06-01,Brake Issue,20
300,2022-02-13,Flat Tire,30
499,2022-09-06,Battery Issue,10
143,2022-02-03,Flat Tire,39
673,2022-04-21,Flat Tire,31
832,2022-03-25,Battery Issue,11
301,2022-07-18,Brake Issue,26
204,2022-05-15,Battery Issue,36
636,2022-08-29,Flat Tire,20
382,2022-12-31,Flat Tire,37
56,2022-07-12,Chain Issue,20
586,2022-11-17,Chain Issue,42
287,2022-04-03,Flat Tire,30
100,2022-11-11,Chain Issue,14
774,2022-03-18,Brake Issue,24
702,2022-09-11,Battery Issue,40
164,2022-10-07,Flat Tire,37
946,2022-09-25,Flat Tire,1
39,2022-02-12,Chain Issue,24
